Random_ID,STU.MISC3
3143,FYFA17
3162,FYFA17
3194,FYFA17
3197,FYFA17
3198,FYFA17
3219,FYFA17
3241,FYFA17
3310,FYFA17
3314,FYFA17
3318,FYFA17
3357,FYFA17
3369,FYFA17
3394,FYFA17
3417,FYFA17
3439,FYFA17
3442,FYFA17
3481,FYFA17
3515,FYFA17
3624,FYFA17
3663,FYFA17
3668,FYFA17
3686,FYFA17
3702,FYFA17
3721,FYFA17
3735,FYFA17
3751,FYFA17
3768,FYFA17
3781,FYFA17
3790,FYFA17
3791,FYFA17
3804,FYFA17
3805,FYFA17
3806,FYFA17
3831,FYFA17
3838,FYFA17
3853,FYFA17
3857,FYFA17
3868,FYFA17
3895,FYFA17
3916,FYFA17
3920,FYFA17
3923,FYFA17
3930,FYFA17
3959,FYFA17
3981,FYFA17
3992,FYFA17
4010,FYFA17
4045,FYFA17
4103,FYFA17
4105,FYFA17
4132,FYFA17
4168,FYFA17
4171,FYFA17
4197,FYFA17
4258,FYFA17
4290,FYFA17
4347,FYFA17
4357,FYFA17
4380,FYFA17
4413,FYFA17
4447,FYFA17
4448,FYFA17
4471,FYFA17
4508,FYFA17
4545,FYFA17
4563,FYFA17
4574,FYFA17
4654,FYFA17
4708,FYFA17
4729,FYFA17
4752,FYFA17
4766,FYFA17
4801,FYFA17
4828,FYFA17
4886,FYFA17
4896,FYFA17
4899,FYFA17
4913,FYFA17
4973,FYFA17
5018,FYFA17
5020,FYFA17
5032,FYFA17
5034,FYFA17
5041,FYFA17
5057,FYFA17
5058,FYFA17
5060,FYFA17
5075,FYFA17
5117,FYFA17
5120,FYFA17
5167,FYFA17
5179,FYFA17
5204,FYFA17
5237,FYFA17
5240,FYFA17
5290,FYFA17
5325,FYFA17
5333,FYFA17
5356,FYFA17
5367,FYFA17
5392,FYFA17
5405,FYFA17
5408,FYFA17
5412,FYFA17
5421,FYFA17
5423,FYFA17
5427,FYFA17
5429,FYFA17
5444,FYFA17
5447,FYFA17
5449,FYFA17
5452,FYFA17
5504,FYFA17
5514,FYFA17
5515,FYFA17
5526,FYFA17
5530,FYFA17
5541,FYFA17
5660,FYFA17
5679,FYFA17
5696,FYFA17
5701,FYFA17
5714,FYFA17
5717,FYFA17
5728,FYFA17
5769,FYFA17
5780,FYFA17
5813,FYFA17
5856,FYFA17
5868,FYFA17
5974,FYFA17
5980,FYFA17
6000,FYFA17
6007,FYFA17
6010,FYFA17
6022,FYFA17
6023,FYFA17
6057,FYFA17
6062,FYFA17
6070,FYFA17
6073,FYFA17
6145,FYFA17
6152,FYFA17
6171,FYFA17
6224,FYFA17
6289,FYFA17
6305,FYFA17
6318,FYFA17
6368,FYFA17
6390,FYFA17
6399,FYFA17
6402,FYFA17
6404,FYFA17
6406,FYFA17
6408,FYFA17
6413,FYFA17
6456,FYFA17
6480,FYFA17
6482,FYFA17
6564,FYFA17
6575,FYFA17
6580,FYFA17
6594,FYFA17
6604,FYFA17
6609,FYFA17
6639,FYFA17
6643,FYFA17
6661,FYFA17
6673,FYFA17
6677,FYFA17
6679,FYFA17
6688,FYFA17
6708,FYFA17
6725,FYFA17
6739,FYFA17
6769,FYFA17
6779,FYFA17
6810,FYFA17
